Word,Tag,Index,Polarity,Positive,Negative,Objective
boot,n,,positive,1.0,0.0,0.0
tang,n,,objective,0.0,0.0,1.0
jut,v,,objective,0.0,0.0,1.0
able,a,,objective,0.0,0.0,1.0
ugly,a,,negative,0.0,1.0,0.0
goodness,n,,positive,1.0,0.0,0.0
assessment,n,,objective,0.0,0.0,1.0
nest,n,,objective,0.0,0.0,1.0
exam,n,,objective,0.0,0.0,1.0
assuming,a,,negative,0.0,1.0,0.0
the_pits,n,,negative,0.0,1.0,0.0
sail,n,,objective,0.0,0.0,1.0
sober,a,,negative,0.0,0.25,0.75
sexual_intercourse,n,,objective,0.0,0.0,1.0
tough,a,,positive,0.5,0.0,0.5
admonisher,n,,positive,0.25,0.0,0.75
scrunch,v,,objective,0.0,0.0,1.0
famous,a,,positive,1.0,0.0,0.0
informal,a,,positive,1.0,0.0,0.0
dresser,n,,objective,0.0,0.0,1.0
demand,n,,negative,0.0,0.75,0.25
ripple,v,,objective,0.0,0.0,1.0
torch,n,,objective,0.0,0.0,1.0
purplish,a,,objective,0.0,0.0,1.0
the_pit,n,,negative,0.0,1.0,0.0
tangible,a,,positive,0.5,0.0,0.5
misanthropic,a,,negative,0.0,1.0,0.0
misuse,n,,negative,0.0,1.0,0.0
blistering,a,,positive,1.0,0.0,0.0
stick,v,,negative,0.0,0.75,0.25
vile,a,,negative,0.0,1.0,0.0
involve,v,,objective,0.125,0.125,0.75
bastard,a,,negative,0.0,1.0,0.0
desert,v,,negative,0.0,1.0,0.0
formulate,v,,objective,0.0,0.0,1.0
rope,n,,negative,0.0,1.0,0.0
prophylactic,n,,objective,0.0,0.0,1.0
upright_piano,n,,objective,0.0,0.0,1.0
affect,v,,negative,0.0,1.0,0.0
on_an_individual_basis,r,,objective,0.0,0.0,1.0
jut_out,v,,objective,0.0,0.0,1.0
together,r,,positive,0.25,0.0,0.75
pliable,a,,positive,1.0,0.0,0.0
shape_up,v,,positive,1.0,0.0,0.0
green_goddess,n,,objective,0.0,0.0,1.0
dingy,a,,negative,0.0,1.0,0.0
augment,v,,objective,0.0,0.0,1.0
hell_on_earth,n,,negative,0.0,1.0,0.0
shroud,v,,objective,0.0,0.0,1.0
safe,n,,objective,0.0,0.0,1.0
misdeed,n,,negative,0.0,1.0,0.0
rotted,a,,negative,0.0,1.0,0.0
book_of_account,n,,objective,0.0,0.0,1.0
testicle,n,,objective,0.0,0.0,1.0
oblige,v,,objective,0.13,0.13,0.74
ancestry,n,,objective,0.0,0.0,1.0
yelp,v,,objective,0.0,0.0,1.0
angelical,a,,positive,1.0,0.0,0.0
crapper,n,,objective,0.0,0.0,1.0
good,r,,positive,1.0,0.0,0.0
menial,a,,negative,0.0,0.25,0.75
noble,a,,positive,1.0,0.0,0.0
cattiness,n,,negative,0.0,1.0,0.0
surly,a,,negative,0.0,1.0,0.0
line_of_descent,n,,objective,0.0,0.0,1.0
polish_off,v,,negative,0.0,1.0,0.0
necessitate,v,,objective,0.125,0.125,0.75
purple,v,,objective,0.0,0.0,1.0
boot,v,,objective,0.0,0.0,1.0
adept,a,,positive,1.0,0.0,0.0
noted,a,,positive,1.0,0.0,0.0
atmospheric_static,n,,objective,0.0,0.0,1.0
beginning,n,,objective,0.0,0.0,1.0
mainsheet,n,,objective,0.0,0.0,1.0
roofy,n,,negative,0.0,1.0,0.0
palatial,a,,positive,0.5,0.0,0.5
forbidding,a,,negative,0.0,1.0,0.0
monitoring_device,n,,objective,0.0,0.0,1.0
yen,v,,negative,0.0,0.75,0.25
beat,n,,objective,0.0,0.0,1.0
ricochet,v,,objective,0.0,0.0,1.0
punch,n,,objective,0.0,0.0,1.0
rootage,n,,objective,0.0,0.0,1.0
cordial,a,,positive,1.0,0.0,0.0
destruct,v,,negative,0.0,1.0,0.0
take_a_hop,v,,objective,0.0,0.0,1.0
indorse,v,,objective,0.0,0.0,1.0
solid,a,,positive,1.0,0.0,0.0
marvellous,a,,positive,1.0,0.0,0.0
archway,n,,objective,0.0,0.0,1.0
intelligible,a,,positive,0.25,0.0,0.75
puncher,n,,objective,0.0,0.0,1.0
consistent,a,,objective,0.0,0.0,1.0
grandness,n,,positive,1.0,0.0,0.0
weed,n,,objective,0.0,0.0,1.0
phony,a,,negative,0.0,1.0,0.0
confection,n,,objective,0.0,0.0,1.0
scorn,n,,negative,0.0,1.0,0.0
stool,n,,objective,0.0,0.0,1.0
need,n,,negative,0.0,0.5,0.5
sturdy,a,,positive,0.5,0.0,0.5
animate,v,,positive,1.0,0.0,0.0
kick,n,,positive,1.0,0.0,0.0
spurious,a,,negative,0.0,1.0,0.0
tanginess,n,,objective,0.0,0.0,1.0
good-humored,a,,positive,1.0,0.0,0.0
cash_advance,n,,objective,0.0,0.0,1.0
relation_back,n,,objective,0.0,0.0,1.0
progress,n,,objective,0.0,0.0,1.0
valour,n,,positive,1.0,0.0,0.0
pine,v,,negative,0.0,0.75,0.25
flummox,v,,negative,0.0,0.75,0.25
sadness,n,,negative,0.0,1.0,0.0
sorry,a,,negative,0.0,1.0,0.0
sore,a,,negative,0.0,1.0,0.0
defamatory,a,,negative,0.0,1.0,0.0
icky,a,,negative,0.0,1.0,0.0
proud,a,,positive,1.0,0.0,0.0
one_c,n,,objective,0.0,0.0,1.0
iron_boot,n,,negative,0.0,0.5,0.5
agitate,v,,negative,0.0,0.25,0.75
suffering,n,,negative,0.0,1.0,0.0
snug,a,,positive,1.0,0.0,0.0
decayed,a,,negative,0.0,1.0,0.0
successfulness,n,,positive,1.0,0.0,0.0
federal,n,,objective,0.0,0.0,1.0
shroud,n,,objective,0.0,0.0,1.0
hundred,n,,objective,0.0,0.0,1.0
calendar_method,n,,objective,0.0,0.0,1.0
gratifying,a,,positive,1.0,0.0,0.0
drown,v,,negative,0.0,0.25,0.75
diary,n,,objective,0.0,0.0,1.0
out_loud,r,,objective,0.0,0.0,1.0
potty,n,,objective,0.0,0.0,1.0
get_along,v,,positive,1.0,0.0,0.0
able-bodied,a,,positive,1.0,0.0,0.0
yap,v,,objective,0.0,0.0,1.0
visualise,v,,objective,0.0,0.0,1.0
computed_tomography,n,,objective,0.0,0.0,1.0
pooh-pooh,v,,negative,0.0,1.0,0.0
slay,v,,negative,0.0,1.0,0.0
sweetness,n,,objective,0.0,0.0,1.0
gloss,n,,positive,0.25,0.0,0.75
why,n,,objective,0.0,0.0,1.0
woefulness,n,,negative,0.0,1.0,0.0
detail,n,,objective,0.0,0.0,1.0
dessert,n,,objective,0.0,0.0,1.0
occupy,v,,objective,0.0,0.0,1.0
smoke,n,,objective,0.0,0.0,1.0
stupefy,v,,negative,0.0,0.75,0.25
advance,n,,objective,0.0,0.0,1.0
foster,n,,objective,0.0,0.0,1.0
burble,v,,objective,0.0,0.0,1.0
sin,n,,negative,0.0,1.0,0.0
bloodline,n,,objective,0.0,0.0,1.0
bitchiness,n,,negative,0.0,1.0,0.0
wildness,n,,objective,0.375,0.375,0.25
clapping,n,,positive,0.5,0.0,0.5
serious,a,,positive,1.0,0.0,0.0
purpurate,v,,objective,0.0,0.0,1.0
bastard,n,,negative,0.0,1.0,0.0
account_book,n,,objective,0.0,0.0,1.0
upset,v,,negative,0.0,1.0,0.0
cast_away,v,,objective,0.13,0.13,0.74
ache,v,,negative,0.0,0.75,0.25
cozy,a,,positive,1.0,0.0,0.0
howling,a,,positive,1.0,0.0,0.0
marvel,n,,positive,1.0,0.0,0.0
difficultness,n,,negative,0.0,1.0,0.0
ask,v,,objective,0.125,0.125,0.75
ease,v,,positive,1.0,0.0,0.0
vertical,n,,objective,0.0,0.0,1.0
political_science,n,,objective,0.0,0.0,1.0
progress,v,,positive,1.0,0.0,0.0
convert,v,,positive,0.5,0.0,0.5
interest_group,n,,objective,0.0,0.0,1.0
murder,v,,negative,0.0,1.0,0.0
mesh,n,,objective,0.0,0.0,1.0
feeler,n,,objective,0.13,0.13,0.74
cell,n,,objective,0.0,0.0,1.0
palliate,v,,positive,1.0,0.0,0.0
volatile,n,,objective,0.0,0.0,1.0
majestic,a,,positive,1.0,0.0,0.0
computerized_axial_tomography,n,,objective,0.0,0.0,1.0
calumnious,a,,negative,0.0,1.0,0.0
in_advance,a,,objective,0.0,0.0,1.0
made,a,,objective,0.0,0.0,1.0
shitty,a,,negative,0.0,1.0,0.0
gurgle,v,,objective,0.0,0.0,1.0
egyptian_empire,n,,objective,0.0,0.0,1.0
clunk,n,,objective,0.0,0.0,1.0
hard_drink,n,,objective,0.0,0.0,1.0
shortcoming,n,,negative,0.0,1.0,0.0
existent,a,,positive,0.25,0.0,0.75
unguarded,a,,negative,0.0,0.75,0.25
potful,n,,objective,0.0,0.0,1.0
uncompromising,a,,objective,0.375,0.375,0.25
good,a,,positive,1.0,0.0,0.0
execution,n,,negative,0.0,1.0,0.0
dissemble,v,,negative,0.0,1.0,0.0
cast_aside,v,,objective,0.13,0.13,0.74
bubble,n,,objective,0.0,0.0,1.0
spark_off,v,,objective,0.0,0.0,1.0
indispensable,a,,negative,0.0,0.25,0.75
guilt,n,,negative,0.0,1.0,0.0
libellous,a,,negative,0.0,1.0,0.0
cat,n,,objective,0.0,0.0,1.0
meshwork,n,,objective,0.0,0.0,1.0
roach,n,,negative,0.0,1.0,0.0
throwing_away,n,,objective,0.13,0.13,0.74
roundabout,n,,objective,0.0,0.0,1.0
contempt,n,,negative,0.0,1.0,0.0
real,n,,objective,0.0,0.0,1.0
hot,a,,objective,0.0,0.0,1.0
lot,n,,objective,0.0,0.0,1.0
valiance,n,,positive,1.0,0.0,0.0
supercharge,v,,objective,0.0,0.0,1.0
pretend,v,,negative,0.0,1.0,0.0
judgement,n,,objective,0.0,0.0,1.0
massacre,n,,negative,0.0,1.0,0.0
bear,v,,objective,0.0,0.0,1.0
corn_whiskey,n,,objective,0.0,0.0,1.0
flashlight,n,,objective,0.0,0.0,1.0
abuse,n,,negative,0.0,1.0,0.0
fudge,v,,negative,0.0,1.0,0.0
thrive,v,,positive,1.0,0.0,0.0
ventricle,n,,objective,0.0,0.0,1.0
foster,v,,positive,0.5,0.0,0.5
spite,n,,negative,0.0,1.0,0.0
hardy,a,,positive,0.75,0.0,0.25
stolon,n,,objective,0.0,0.0,1.0
hundred,a,,objective,0.0,0.0,1.0
muriel_spark,n,,objective,0.0,0.0,1.0
raising,n,,objective,0.0,0.0,1.0
mobile_phone,n,,objective,0.0,0.0,1.0
synopsis,n,,objective,0.0,0.0,1.0
pot_likker,n,,objective,0.0,0.0,1.0
spring,v,,objective,0.0,0.0,1.0
pectus,n,,objective,0.0,0.0,1.0
butchering,n,,objective,0.0,0.0,1.0
fervour,n,,objective,0.38,0.38,0.24
in_the_first_place,r,,objective,0.0,0.0,1.0
wise,a,,positive,0.5,0.0,0.5
environ,v,,objective,0.0,0.0,1.0
moon-curser,n,,negative,0.0,1.0,0.0
freeze_off,v,,negative,0.0,1.0,0.0
regular_recurrence,n,,objective,0.0,0.0,1.0
graspable,a,,positive,0.25,0.0,0.75
thumping,n,,objective,0.0,0.0,1.0
pain,v,,negative,0.0,1.0,0.0
hellhole,n,,negative,0.0,1.0,0.0
blood,n,,objective,0.0,0.0,1.0
delivery,n,,positive,1.0,0.0,0.0
bogus,a,,negative,0.0,1.0,0.0
calumniatory,a,,negative,0.0,1.0,0.0
dungeon,n,,objective,0.0,0.0,1.0
accommodate,v,,objective,0.0,0.0,1.0
irrational,a,,objective,0.0,0.0,1.0
sob,n,,negative,0.0,1.0,0.0
phoney,a,,negative,0.0,1.0,0.0
smoothen,v,,objective,0.0,0.0,1.0
languish,v,,negative,0.0,0.75,0.25
pot,v,,objective,0.0,0.0,1.0
stake,n,,objective,0.0,0.0,1.0
throw_out,v,,objective,0.0,0.0,1.0
give_up,v,,negative,0.0,0.25,0.75
task,n,,objective,0.0,0.0,1.0
interest,v,,objective,0.13,0.13,0.74
complicate,v,,negative,0.0,1.0,0.0
base_hit,n,,objective,0.0,0.0,1.0
despite,n,,negative,0.0,1.0,0.0
lorn,a,,negative,0.0,1.0,0.0
piece_of_paper,n,,objective,0.0,0.0,1.0
matter,n,,objective,0.0,0.0,1.0
grab,n,,objective,0.0,0.0,1.0
despicable,a,,negative,0.0,1.0,0.0
neutralize,v,,objective,0.0,0.0,1.0
unversed,a,,negative,0.0,0.5,0.5
illiterate,a,,negative,0.0,0.25,0.75
pinch,n,,objective,0.13,0.13,0.74
selfishness,n,,negative,0.0,1.0,0.0
abstract,n,,objective,0.0,0.0,1.0
empurpled,a,,negative,0.0,0.75,0.25
pedigree,n,,objective,0.0,0.0,1.0
figure,v,,objective,0.0,0.0,1.0
one_hundred,a,,objective,0.0,0.0,1.0
minacious,a,,negative,0.0,1.0,0.0
convince,v,,positive,0.5,0.0,0.5
menacing,a,,negative,0.0,1.0,0.0
piquancy,n,,objective,0.0,0.0,1.0
combustion,n,,objective,0.0,0.0,1.0
richness,n,,positive,1.0,0.0,0.0
individually,r,,objective,0.0,0.0,1.0
guiltiness,n,,negative,0.0,1.0,0.0
condom,n,,objective,0.0,0.0,1.0
static,a,,objective,0.0,0.0,1.0
falsify,v,,negative,0.0,1.0,0.0
baffle,v,,negative,0.0,0.75,0.25
religious,a,,objective,0.0,0.0,1.0
watch,v,,objective,0.0,0.0,1.0
unlettered,a,,negative,0.0,0.75,0.25
piquance,n,,objective,0.0,0.0,1.0
export,n,,objective,0.0,0.0,1.0
bozo,n,,objective,0.25,0.25,0.5
stemma,n,,objective,0.0,0.0,1.0
illustrious,a,,positive,1.0,0.0,0.0
origination,n,,objective,0.0,0.0,1.0
clump,n,,objective,0.0,0.0,1.0
concern,v,,objective,0.0,0.0,1.0
engagement,n,,objective,0.0,0.0,1.0
mexican_valium,n,,negative,0.0,1.0,0.0
collar,n,,objective,0.13,0.13,0.74
long,v,,objective,0.375,0.375,0.25
hawaii_island,n,,objective,0.0,0.0,1.0
condemnable,a,,negative,0.0,1.0,0.0
valiancy,n,,positive,1.0,0.0,0.0
inquire,v,,positive,0.25,0.0,0.75
expense,n,,negative,0.0,1.0,0.0
thus,r,,objective,0.0,0.0,1.0
toss,v,,objective,0.13,0.13,0.74
prevaricator,n,,negative,0.0,1.0,0.0
splendor,n,,positive,1.0,0.0,0.0
carry,v,,objective,0.0,0.0,1.0
do_in,v,,negative,0.0,1.0,0.0
smuggler,n,,negative,0.0,1.0,0.0
good,n,,positive,1.0,0.0,0.0
dress_circle,n,,objective,0.0,0.0,1.0
stephen_samuel_wise,n,,objective,0.0,0.0,1.0
arena,n,,objective,0.0,0.0,1.0
well,a,,positive,1.0,0.0,0.0
mangle,v,,negative,0.0,1.0,0.0
glint,n,,objective,0.0,0.0,1.0
disturb,v,,negative,0.0,1.0,0.0
relieve,v,,positive,1.0,0.0,0.0
bastardly,a,,negative,0.0,1.0,0.0
bring_forward,v,,objective,0.0,0.0,1.0
surround,v,,objective,0.0,0.0,1.0
spark,n,,objective,0.0,0.0,1.0
wedding_ceremony,n,,objective,0.0,0.0,1.0
edible_corn,n,,objective,0.0,0.0,1.0
inauspicious,a,,negative,0.0,1.0,0.0
exact,v,,objective,0.125,0.125,0.75
noesis,n,,objective,0.0,0.0,1.0
nether_region,n,,negative,0.0,1.0,0.0
move_on,v,,objective,0.0,0.0,1.0
client,n,,objective,0.0,0.0,1.0
wonder,v,,positive,1.0,0.0,0.0
stinking,a,,negative,0.0,1.0,0.0
monitor,v,,objective,0.125,0.125,0.75
denigratory,a,,negative,0.0,1.0,0.0
project,v,,objective,0.0,0.0,1.0
enquire,v,,positive,0.25,0.0,0.75
reboot,v,,objective,0.0,0.0,1.0
clod,n,,objective,0.0,0.0,1.0
encircle,v,,objective,0.0,0.0,1.0
cherubic,a,,positive,1.0,0.0,0.0
cozy,n,,objective,0.0,0.0,1.0
admiration,n,,positive,1.0,0.0,0.0
behave,v,,objective,0.0,0.0,1.0
denigrating,a,,negative,0.0,1.0,0.0
intercourse,n,,objective,0.0,0.0,1.0
see,v,,objective,0.0,0.0,1.0
in_the_main,r,,objective,0.0,0.0,1.0
excitement,n,,objective,0.38,0.38,0.24
grab,v,,objective,0.0,0.0,1.0
book,n,,objective,0.0,0.0,1.0
touch_off,v,,objective,0.0,0.0,1.0
particular,n,,objective,0.0,0.0,1.0
vacate,v,,objective,0.0,0.0,1.0
locoweed,n,,objective,0.0,0.0,1.0
buck,n,,objective,0.0,0.0,1.0
marriage,n,,objective,0.0,0.0,1.0
item,n,,objective,0.0,0.0,1.0
hold,v,,objective,0.0,0.0,1.0
ball,n,,objective,0.0,0.0,1.0
suspend,v,,objective,0.0,0.0,1.0
well,r,,positive,1.0,0.0,0.0
volatile,a,,negative,0.0,1.0,0.0
renowned,a,,positive,1.0,0.0,0.0
affluence,n,,positive,1.0,0.0,0.0
real,r,,objective,0.0,0.0,1.0
suit,n,,objective,0.0,0.0,1.0
cast,v,,objective,0.0,0.0,1.0
smooth,v,,objective,0.0,0.0,1.0
amiable,a,,positive,1.0,0.0,0.0
trouble,n,,negative,0.0,1.0,0.0
classifiable,a,,objective,0.0,0.0,1.0
advance,v,,objective,0.0,0.0,1.0
rattling,a,,positive,1.0,0.0,0.0
affliction,n,,negative,0.0,1.0,0.0
idiom,n,,objective,0.0,0.0,1.0
godforsaken,a,,negative,0.0,1.0,0.0
orcinus_orca,n,,objective,0.0,0.0,1.0
advance,a,,positive,0.25,0.0,0.75
torture,n,,negative,0.0,1.0,0.0
shine,v,,objective,0.0,0.0,1.0
arrest,n,,objective,0.13,0.13,0.74
federal_soldier,n,,objective,0.0,0.0,1.0
appraisal,n,,objective,0.0,0.0,1.0
zea_mays,n,,objective,0.0,0.0,1.0
atrocious,a,,negative,0.0,1.0,0.0
abattoir,n,,objective,0.0,0.0,1.0
standing,a,,objective,0.0,0.0,1.0
presumably,r,,objective,0.0,0.0,1.0
presumptuous,a,,negative,0.0,1.0,0.0
spitefulness,n,,negative,0.0,1.0,0.0
certify,v,,positive,0.5,0.0,0.5
governance,n,,objective,0.0,0.0,1.0
glossiness,n,,positive,0.25,0.0,0.75
coition,n,,objective,0.0,0.0,1.0
government,n,,objective,0.0,0.0,1.0
philanthropic,a,,positive,1.0,0.0,0.0
admit,v,,objective,0.0,0.0,1.0
emphasise,v,,objective,0.13,0.13,0.74
pension,n,,objective,0.0,0.0,1.0
curiosity,n,,positive,0.5,0.0,0.5
down,v,,positive,1.0,0.0,0.0
plural,a,,objective,0.0,0.0,1.0
rebound,v,,objective,0.0,0.0,1.0
dickhead,n,,negative,0.0,1.0,0.0
base_runner,n,,objective,0.0,0.0,1.0
negotiate,v,,objective,0.0,0.0,1.0
conduct,v,,objective,0.0,0.0,1.0
liar,n,,negative,0.0,1.0,0.0
enrage,v,,negative,0.0,1.0,0.0
ct,n,,objective,0.0,0.0,1.0
hit,v,,negative,0.0,1.0,0.0
kick_back,v,,objective,0.0,0.0,1.0
flush,n,,positive,1.0,0.0,0.0
baseball,n,,objective,0.0,0.0,1.0
congress,n,,objective,0.0,0.0,1.0
bubble,v,,objective,0.0,0.0,1.0
journal,n,,objective,0.0,0.0,1.0
cozie,n,,objective,0.0,0.0,1.0
slaughter,n,,negative,0.0,1.0,0.0
rubber,n,,objective,0.0,0.0,1.0
image,v,,objective,0.0,0.0,1.0
wangle,v,,negative,0.0,1.0,0.0
bollock,n,,objective,0.0,0.0,1.0
cosy,a,,positive,1.0,0.0,0.0
beforehand,a,,positive,0.25,0.0,0.75
upgrade,v,,positive,1.0,0.0,0.0
need,v,,objective,0.125,0.125,0.75
politics,n,,objective,0.0,0.0,1.0
daybook,n,,objective,0.0,0.0,1.0
forget_me_drug,n,,negative,0.0,1.0,0.0
marriage_ceremony,n,,objective,0.0,0.0,1.0
yip,v,,objective,0.0,0.0,1.0
illegitimate,n,,negative,0.0,1.0,0.0
bang,n,,positive,1.0,0.0,0.0
pension_off,v,,objective,0.0,0.0,1.0
regime,n,,objective,0.0,0.0,1.0
canvass,n,,objective,0.0,0.0,1.0
jackpot,n,,objective,0.0,0.0,1.0
toss_away,v,,objective,0.13,0.13,0.74
over-embellished,a,,negative,0.0,0.75,0.25
cuddle,v,,positive,0.25,0.0,0.75
explosive,a,,negative,0.0,0.75,0.25
empurple,v,,objective,0.0,0.0,1.0
deceive,v,,negative,0.0,1.0,0.0
heart_ventricle,n,,objective,0.0,0.0,1.0
abandon,n,,objective,0.375,0.375,0.25
liquidate,v,,negative,0.0,1.0,0.0
transposition,n,,objective,0.0,0.0,1.0
distinguishing,a,,objective,0.0,0.0,1.0
hard_liquor,n,,objective,0.0,0.0,1.0
yield,n,,objective,0.0,0.0,1.0
overture,n,,objective,0.13,0.13,0.74
orchis,n,,objective,0.0,0.0,1.0
lousy,a,,negative,0.0,1.0,0.0
stoicism,n,,objective,0.0,0.0,1.0
telling,n,,objective,0.0,0.0,1.0
mother_fucker,n,,negative,0.0,1.0,0.0
dope,n,,objective,0.0,0.0,1.0
chest,n,,objective,0.0,0.0,1.0
flexible,a,,positive,1.0,0.0,0.0
narrative,n,,objective,0.0,0.0,1.0
envision,v,,objective,0.0,0.0,1.0
embellished,a,,negative,0.0,0.75,0.25
mark,n,,objective,0.0,0.0,1.0
set_ahead,v,,objective,0.0,0.0,1.0
bound,v,,objective,0.0,0.0,1.0
pension,v,,objective,0.0,0.0,1.0
come_on,v,,positive,1.0,0.0,0.0
lock,v,,objective,0.0,0.0,1.0
museum,n,,objective,0.0,0.0,1.0
require,v,,objective,0.125,0.125,0.75
discard,v,,objective,0.13,0.13,0.74
match,n,,positive,1.0,0.0,0.0
diplomatic,a,,positive,1.0,0.0,0.0
nastiness,n,,negative,0.0,1.0,0.0
pot,n,,objective,0.0,0.0,1.0
caterpillar,n,,objective,0.0,0.0,1.0
wasting_away,n,,negative,0.0,1.0,0.0
marking,n,,objective,0.0,0.0,1.0
curve,v,,objective,0.0,0.0,1.0
upright,a,,objective,0.0,0.0,1.0
stout,a,,positive,0.75,0.0,0.25
fickle,a,,negative,0.0,1.0,0.0
notable,a,,positive,1.0,0.0,0.0
circulate,v,,objective,0.0,0.0,1.0
magnificence,n,,positive,1.0,0.0,0.0
promote,v,,positive,1.0,0.0,0.0
take_hold_of,v,,objective,0.0,0.0,1.0
weather_sheet,n,,objective,0.0,0.0,1.0
babble,v,,objective,0.0,0.0,1.0
defect,n,,negative,0.0,1.0,0.0
glob,n,,objective,0.0,0.0,1.0
fruit,n,,objective,0.13,0.13,0.74
soundness,n,,positive,1.0,0.0,0.0
vivify,v,,positive,1.0,0.0,0.0
strong_drink,n,,objective,0.0,0.0,1.0
deliverance,n,,positive,1.0,0.0,0.0
specific,n,,objective,0.0,0.0,1.0
matter_to,v,,objective,0.13,0.13,0.74
mortise_joint,n,,objective,0.0,0.0,1.0
phrasal_idiom,n,,objective,0.0,0.0,1.0
feign,v,,negative,0.0,1.0,0.0
outdated,a,,negative,0.0,0.25,0.75
wonderful,a,,positive,1.0,0.0,0.0
injunction,n,,negative,0.0,1.0,0.0
static,n,,objective,0.0,0.0,1.0
stir_up,v,,negative,0.0,0.25,0.75
suit_of_clothes,n,,objective,0.0,0.0,1.0
deport,v,,objective,0.0,0.0,1.0
varan,n,,objective,0.0,0.0,1.0
tea_cosey,n,,objective,0.0,0.0,1.0
just,a,,positive,1.0,0.0,0.0
imperative,a,,negative,0.0,0.25,0.75
globe,n,,objective,0.0,0.0,1.0
unknowledgeable,a,,negative,0.0,1.0,0.0
story,n,,objective,0.0,0.0,1.0
remove,v,,negative,0.0,1.0,0.0
nonobjective,a,,objective,0.0,0.0,1.0
rattling,r,,objective,0.0,0.0,1.0
principally,r,,objective,0.0,0.0,1.0
flourish,v,,positive,1.0,0.0,0.0
equation,n,,objective,0.0,0.0,1.0
rhythm_method,n,,objective,0.0,0.0,1.0
republic_of_cameroon,n,,objective,0.0,0.0,1.0
reverberate,v,,objective,0.0,0.0,1.0
electric_arc,n,,objective,0.0,0.0,1.0
discharge,n,,objective,0.0,0.0,1.0
bump_off,v,,negative,0.0,1.0,0.0
indian_corn,n,,objective,0.0,0.0,1.0
dispose,v,,objective,0.13,0.13,0.74
backlash,n,,objective,0.0,0.0,1.0
impetuous,a,,negative,0.0,0.75,0.25
carnage,n,,negative,0.0,1.0,0.0
plural_form,n,,objective,0.0,0.0,1.0
skunk,n,,objective,0.0,0.0,1.0
musical_phrase,n,,objective,0.0,0.0,1.0
disused,a,,objective,0.0,0.0,1.0
ankle,n,,objective,0.0,0.0,1.0
cellphone,n,,objective,0.0,0.0,1.0
overpowering,a,,objective,0.38,0.38,0.24
bewilder,v,,negative,0.0,0.75,0.25
substitution,n,,objective,0.0,0.0,1.0
hell,n,,negative,0.0,1.0,0.0
indeed,r,,objective,0.0,0.0,1.0
dispatch,v,,negative,0.0,1.0,0.0
loud,r,,objective,0.0,0.0,1.0
thud,v,,objective,0.0,0.0,1.0
unspoilt,a,,positive,1.0,0.0,0.0
affable,a,,positive,1.0,0.0,0.0
sheet,n,,objective,0.0,0.0,1.0
brush_up,v,,positive,1.0,0.0,0.0
purpleness,n,,objective,0.0,0.0,1.0
dancer,n,,objective,0.0,0.0,1.0
sheet_of_paper,n,,objective,0.0,0.0,1.0
nonplus,v,,negative,0.0,0.75,0.25
cocksucker,n,,negative,0.0,1.0,0.0
neutralise,v,,objective,0.0,0.0,1.0
sake,n,,objective,0.0,0.0,1.0
confectionery,n,,objective,0.0,0.0,1.0
motherfucker,n,,negative,0.0,1.0,0.0
punch,v,,objective,0.0,0.0,1.0
hanker,v,,objective,0.375,0.375,0.25
wondrous,a,,positive,1.0,0.0,0.0
crappy,a,,negative,0.0,1.0,0.0
courting,n,,positive,0.75,0.0,0.25
worth,a,,objective,0.0,0.0,1.0
denigrative,a,,negative,0.0,1.0,0.0
fruit,v,,objective,0.0,0.0,1.0
deliver,v,,positive,1.0,0.0,0.0
put_together,r,,objective,0.0,0.0,1.0
contradiction_in_terms,n,,objective,0.0,0.0,1.0
wiseness,n,,positive,1.0,0.0,0.0
miner,n,,objective,0.0,0.0,1.0
reanimate,v,,positive,1.0,0.0,0.0
muriel_sarah_spark,n,,objective,0.0,0.0,1.0
tremendous,a,,positive,1.0,0.0,0.0
rearing,a,,objective,0.0,0.0,1.0
so,a,,positive,0.5,0.0,0.5
slaying,n,,negative,0.0,1.0,0.0
virtuous,a,,positive,1.0,0.0,0.0
relish,n,,positive,1.0,0.0,0.0
lowly,a,,negative,0.0,0.25,0.75
make_headway,v,,positive,0.75,0.0,0.25
ominous,a,,negative,0.0,1.0,0.0
comprehensive,a,,positive,0.25,0.0,0.75
grass,n,,objective,0.0,0.0,1.0
woe,n,,negative,0.0,1.0,0.0
fall,n,,objective,0.0,0.0,1.0
round_off,v,,positive,1.0,0.0,0.0
guy,n,,objective,0.25,0.25,0.5
forlorn,a,,negative,0.0,1.0,0.0
donjon,n,,objective,0.0,0.0,1.0
inexperienced,a,,negative,0.0,1.0,0.0
customer,n,,objective,0.0,0.0,1.0
electric_cell,n,,objective,0.0,0.0,1.0
sex_act,n,,objective,0.0,0.0,1.0
throw,v,,objective,0.0,0.0,1.0
red-hot,a,,positive,1.0,0.0,0.0
tummy,n,,objective,0.0,0.0,1.0
shake_up,v,,negative,0.0,0.25,0.75
dismal,a,,negative,0.0,1.0,0.0
live,a,,objective,0.0,0.0,1.0
social_dancer,n,,objective,0.0,0.0,1.0
betray,v,,negative,0.0,1.0,0.0
fervor,n,,objective,0.38,0.38,0.24
untrustworthy,a,,negative,0.0,1.0,0.0
religious,n,,objective,0.0,0.0,1.0
fine,a,,positive,1.0,0.0,0.0
veridical,a,,objective,0.0,0.0,1.0
exchange,n,,objective,0.0,0.0,1.0
revive,v,,positive,1.0,0.0,0.0
identifying,a,,objective,0.0,0.0,1.0
