Word,Tag,Index,Polarity,Positive,Negative,Objective
set,n,05,objective,0.0,0.0,1.0
demand,n,04,objective,0.0,0.0,1.0
bastard,a,01,negative,0.0,1.0,0.0
well,r,01,positive,1.0,0.0,0.0
celebrated,a,01,positive,1.0,0.0,0.0
worth,n,03,objective,0.0,0.0,1.0
judgment,n,02,objective,0.0,0.0,1.0
net,n,06,objective,0.0,0.0,1.0
upright,a,01,objective,0.0,0.0,1.0
gratifying,a,03,positive,1.0,0.0,0.0
recreate,v,04,objective,0.0,0.0,1.0
slaughter,n,03,negative,0.0,1.0,0.0
federal,a,01,objective,0.0,0.0,1.0
matter_to,v,01,objective,0.13,0.13,0.74
foster,n,01,objective,0.0,0.0,1.0
sheet,v,02,objective,0.0,0.0,1.0
sheet,v,01,negative,0.0,0.25,0.75
fruit,n,02,objective,0.13,0.13,0.74
enrage,v,01,negative,0.0,1.0,0.0
manipulate,v,02,objective,0.0,0.0,1.0
pot,v,01,objective,0.0,0.0,1.0
federal,a,04,objective,0.0,0.0,1.0
neutralize,v,06,objective,0.0,0.0,1.0
neutralize,v,04,negative,0.0,1.0,0.0
incautious,a,03,negative,0.0,0.75,0.25
cause_of_death,n,01,negative,0.0,1.0,0.0
demand,n,02,negative,0.0,0.75,0.25
lineage,n,01,objective,0.0,0.0,1.0
journal,n,04,objective,0.0,0.0,1.0
condom,n,01,objective,0.0,0.0,1.0
animate,v,04,positive,1.0,0.0,0.0
storm,n,02,negative,0.0,1.0,0.0
harmful,a,03,negative,0.0,1.0,0.0
endorse,v,04,objective,0.0,0.0,1.0
complicate,v,01,negative,0.0,1.0,0.0
stoicism,n,02,objective,0.0,0.0,1.0
abstract,a,02,objective,0.0,0.0,1.0
affliction,n,02,negative,0.0,1.0,0.0
affliction,n,03,negative,0.0,1.0,0.0
affliction,n,01,negative,0.0,1.0,0.0
rotten,a,02,negative,0.0,1.0,0.0
export,v,02,objective,0.0,0.0,1.0
politics,n,02,objective,0.0,0.0,1.0
smuggler,n,01,negative,0.0,1.0,0.0
irrational,a,02,objective,0.0,0.0,1.0
safety,n,06,objective,0.0,0.0,1.0
ignorant,a,06,negative,0.0,1.0,0.0
ignorant,a,01,negative,0.0,0.75,0.25
religious,n,01,objective,0.0,0.0,1.0
ignorant,a,03,negative,0.0,1.0,0.0
mesh,n,01,objective,0.0,0.0,1.0
requirement,n,01,negative,0.0,0.25,0.75
demand,v,06,objective,0.0,0.0,1.0
demand,v,04,negative,0.0,0.5,0.5
demand,v,05,negative,0.0,0.5,0.5
daybook,n,01,objective,0.0,0.0,1.0
chiefly,r,01,objective,0.0,0.0,1.0
baleful,a,02,negative,0.0,1.0,0.0
daybook,n,02,objective,0.0,0.0,1.0
catch,n,03,positive,1.0,0.0,0.0
catch,n,02,objective,0.0,0.0,1.0
sensitive,a,02,positive,1.0,0.0,0.0
catch,n,07,objective,0.0,0.0,1.0
catch,n,04,positive,0.25,0.0,0.75
polish,n,01,positive,0.25,0.0,0.75
polish,n,02,positive,1.0,0.0,0.0
primarily,r,02,objective,0.0,0.0,1.0
polish,n,04,objective,0.0,0.0,1.0
humble,a,03,negative,0.0,0.25,0.75
unexpected,a,01,objective,0.25,0.25,0.5
trap,v,03,negative,0.0,0.25,0.75
purple,n,01,objective,0.0,0.0,1.0
suffering,n,02,negative,0.0,1.0,0.0
demand,v,01,negative,0.0,0.75,0.25
relative,n,01,objective,0.0,0.0,1.0
project,v,10,objective,0.0,0.0,1.0
project,v,11,objective,0.0,0.0,1.0
dancer,n,02,objective,0.0,0.0,1.0
kick_back,v,02,objective,0.0,0.0,1.0
safety,n,01,positive,1.0,0.0,0.0
abstract,a,03,objective,0.0,0.0,1.0
circle,v,02,objective,0.0,0.0,1.0
flashlight,n,01,objective,0.0,0.0,1.0
ball,v,01,objective,0.0,0.0,1.0
indeed,r,01,objective,0.0,0.0,1.0
loudly,r,01,objective,0.0,0.0,1.0
